scenario,T,O,B,S,D,scene,method,candidate_id,trial_index,params_json,score,rank,is_top_ranked,selected_untargeted,selected_hg_expected_aware
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_005,5,"{""min_cluster_size"": 320, ""min_samples"": 10}",0.15000000000000002,5,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_006,6,"{""min_cluster_size"": 320, ""min_samples"": 20}",0.15000000000000002,6,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_001,1,"{""min_cluster_size"": 80, ""min_samples"": 10}",0.6412864343069546,1,True,True,True
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_002,2,"{""min_cluster_size"": 80, ""min_samples"": 20}",0.5855706592684738,4,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_003,3,"{""min_cluster_size"": 160, ""min_samples"": 10}",0.5876420465571595,2,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_004,4,"{""min_cluster_size"": 160, ""min_samples"": 20}",0.5855706592684738,3,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_005,5,"{""min_cluster_size"": 320, ""min_samples"": 10}",0.2,5,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_006,6,"{""min_cluster_size"": 320, ""min_samples"": 20}",0.2,6,False,False,False
balanced_task_internal,0.3,0.2,0.15,0.175,0.175,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_001,1,"{""min_cluster_size"": 80, ""min_samples"": 10}",0.6793533589385542,1,True,True,True
balanced_task_internal,0.3,0.2,0.15,0.175,0.175,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_002,2,"{""min_cluster_size"": 80, ""min_samples"": 20}",0.6278496678477935,4,False,False,False
balanced_task_internal,0.3,0.2,0.15,0.175,0.175,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_003,3,"{""min_cluster_size"": 160, ""min_samples"": 10}",0.6295884550853861,2,False,False,False
balanced_task_internal,0.3,0.2,0.15,0.175,0.175,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_004,4,"{""min_cluster_size"": 160, ""min_samples"": 20}",0.6278496678477935,3,False,False,False
balanced_task_internal,0.3,0.2,0.15,0.175,0.175,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_005,5,"{""min_cluster_size"": 320, ""min_samples"": 10}",0.24999999999999997,5,False,False,False
balanced_task_internal,0.3,0.2,0.15,0.175,0.175,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_006,6,"{""min_cluster_size"": 320, ""min_samples"": 20}",0.24999999999999997,6,False,False,False
equal_weights,0.2,0.2,0.2,0.2,0.2,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_001,1,"{""min_cluster_size"": 80, ""min_samples"": 10}",0.7075138053813382,1,True,True,True
equal_weights,0.2,0.2,0.2,0.2,0.2,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_002,2,"{""min_cluster_size"": 80, ""min_samples"": 20}",0.663016285375093,4,False,False,False
equal_weights,0.2,0.2,0.2,0.2,0.2,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_003,3,"{""min_cluster_size"": 160, ""min_samples"": 10}",0.6648203344283636,2,False,False,False
equal_weights,0.2,0.2,0.2,0.2,0.2,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_004,4,"{""min_cluster_size"": 160, ""min_samples"": 20}",0.663016285375093,3,False,False,False
equal_weights,0.2,0.2,0.2,0.2,0.2,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_005,5,"{""min_cluster_size"": 320, ""min_samples"": 10}",0.30000000000000004,5,False,False,False
equal_weights,0.2,0.2,0.2,0.2,0.2,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_006,6,"{""min_cluster_size"": 320, ""min_samples"": 20}",0.30000000000000004,6,False,False,False
target_heavy,0.6,0.15,0.1,0.075,0.075,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_001,1,"{""min_cluster_size"": 80, ""min_samples"": 10}",0.5644079829616201,1,True,True,True
target_heavy,0.6,0.15,0.1,0.075,0.075,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_002,2,"{""min_cluster_size"": 80, ""min_samples"": 20}",0.4948165879247005,4,False,False,False
target_heavy,0.6,0.15,0.1,0.075,0.075,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_003,3,"{""min_cluster_size"": 160, ""min_samples"": 10}",0.4964369629500685,2,False,False,False
target_heavy,0.6,0.15,0.1,0.075,0.075,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_004,4,"{""min_cluster_size"": 160, ""min_samples"": 20}",0.4948165879247005,3,False,False,False
target_heavy,0.6,0.15,0.1,0.075,0.075,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_005,5,"{""min_cluster_size"": 320, ""min_samples"": 10}",0.125,5,False,False,False
target_heavy,0.6,0.15,0.1,0.075,0.075,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_006,6,"{""min_cluster_size"": 320, ""min_samples"": 20}",0.125,6,False,False,False
outlier_heavy,0.35,0.35,0.1,0.1,0.1,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_001,1,"{""min_cluster_size"": 80, ""min_samples"": 10}",0.702179615624423,1,True,True,True
outlier_heavy,0.35,0.35,0.1,0.1,0.1,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_002,2,"{""min_cluster_size"": 80, ""min_samples"": 20}",0.653747890321616,4,False,False,False
outlier_heavy,0.35,0.35,0.1,0.1,0.1,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_003,3,"{""min_cluster_size"": 160, ""min_samples"": 10}",0.6574101672141818,2,False,False,False
outlier_heavy,0.35,0.35,0.1,0.1,0.1,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_004,4,"{""min_cluster_size"": 160, ""min_samples"": 20}",0.653747890321616,3,False,False,False
outlier_heavy,0.35,0.35,0.1,0.1,0.1,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_005,5,"{""min_cluster_size"": 320, ""min_samples"": 10}",0.15000000000000002,5,False,False,False
outlier_heavy,0.35,0.35,0.1,0.1,0.1,bellevue_116th_ne12th,hdbscan,bellevue_116th_ne12th|hdbscan|trial_006,6,"{""min_cluster_size"": 320, ""min_samples"": 20}",0.15000000000000002,6,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_001,1,"{""max_iter"": 300, ""n_clusters"": 2, ""n_init"": 10}",0.46135371499081834,18,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_002,2,"{""max_iter"": 300, ""n_clusters"": 3, ""n_init"": 10}",0.5524101672141818,15,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_003,3,"{""max_iter"": 300, ""n_clusters"": 4, ""n_init"": 10}",0.613933996008798,13,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_004,4,"{""max_iter"": 300, ""n_clusters"": 5, ""n_init"": 10}",0.6809873300199524,10,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_005,5,"{""max_iter"": 300, ""n_clusters"": 6, ""n_init"": 10}",0.7382559700535173,8,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_006,6,"{""max_iter"": 300, ""n_clusters"": 7, ""n_init"": 10}",0.7861236415967479,6,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_007,7,"{""max_iter"": 300, ""n_clusters"": 8, ""n_init"": 10}",0.837468444112984,4,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_008,8,"{""max_iter"": 300, ""n_clusters"": 9, ""n_init"": 10}",0.8890501847998333,2,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_009,9,"{""max_iter"": 300, ""n_clusters"": 10, ""n_init"": 10}",0.9415434312264103,1,True,True,True
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_010,10,"{""max_iter"": 300, ""n_clusters"": 11, ""n_init"": 10}",0.8847100910166136,3,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_011,11,"{""max_iter"": 300, ""n_clusters"": 12, ""n_init"": 10}",0.8329828692251464,5,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_012,12,"{""max_iter"": 300, ""n_clusters"": 13, ""n_init"": 10}",0.7810082924188804,7,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_013,13,"{""max_iter"": 300, ""n_clusters"": 14, ""n_init"": 10}",0.730528371314747,9,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_014,14,"{""max_iter"": 300, ""n_clusters"": 15, ""n_init"": 10}",0.6795684895479563,11,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_015,15,"{""max_iter"": 300, ""n_clusters"": 16, ""n_init"": 10}",0.6297666812994027,12,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_016,16,"{""max_iter"": 300, ""n_clusters"": 17, ""n_init"": 10}",0.5846915685276521,14,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_017,17,"{""max_iter"": 300, ""n_clusters"": 18, ""n_init"": 10}",0.5305578979204945,16,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_018,18,"{""max_iter"": 300, ""n_clusters"": 19, ""n_init"": 10}",0.4821065140865948,17,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_019,19,"{""max_iter"": 300, ""n_clusters"": 20, ""n_init"": 10}",0.4223065598177888,24,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_020,20,"{""max_iter"": 300, ""n_clusters"": 21, ""n_init"": 10}",0.4259753338961203,19,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_021,21,"{""max_iter"": 300, ""n_clusters"": 22, ""n_init"": 10}",0.4212587071751559,27,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_022,22,"{""max_iter"": 300, ""n_clusters"": 23, ""n_init"": 10}",0.4219768066306748,25,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_023,23,"{""max_iter"": 300, ""n_clusters"": 24, ""n_init"": 10}",0.4204581196795492,29,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_024,24,"{""max_iter"": 300, ""n_clusters"": 25, ""n_init"": 10}",0.4213772811566726,26,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_025,25,"{""max_iter"": 300, ""n_clusters"": 26, ""n_init"": 10}",0.42403337805336166,21,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_026,26,"{""max_iter"": 300, ""n_clusters"": 27, ""n_init"": 10}",0.4240381496305121,20,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_027,27,"{""max_iter"": 300, ""n_clusters"": 28, ""n_init"": 10}",0.4239425852029486,22,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_028,28,"{""max_iter"": 300, ""n_clusters"": 29, ""n_init"": 10}",0.4229321744969053,23,False,False,False
original,0.5,0.2,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_029,29,"{""max_iter"": 300, ""n_clusters"": 30, ""n_init"": 10}",0.4206260412620599,28,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_001,1,"{""max_iter"": 300, ""n_clusters"": 2, ""n_init"": 10}",0.5413537149908183,18,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_002,2,"{""max_iter"": 300, ""n_clusters"": 3, ""n_init"": 10}",0.6224101672141819,15,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_003,3,"{""max_iter"": 300, ""n_clusters"": 4, ""n_init"": 10}",0.6739339960087981,13,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_004,4,"{""max_iter"": 300, ""n_clusters"": 5, ""n_init"": 10}",0.7309873300199524,10,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_005,5,"{""max_iter"": 300, ""n_clusters"": 6, ""n_init"": 10}",0.7782559700535173,8,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_006,6,"{""max_iter"": 300, ""n_clusters"": 7, ""n_init"": 10}",0.8161236415967479,6,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_007,7,"{""max_iter"": 300, ""n_clusters"": 8, ""n_init"": 10}",0.8574684441129841,4,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_008,8,"{""max_iter"": 300, ""n_clusters"": 9, ""n_init"": 10}",0.8990501847998333,2,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_009,9,"{""max_iter"": 300, ""n_clusters"": 10, ""n_init"": 10}",0.9415434312264103,1,True,True,True
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_010,10,"{""max_iter"": 300, ""n_clusters"": 11, ""n_init"": 10}",0.8947100910166136,3,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_011,11,"{""max_iter"": 300, ""n_clusters"": 12, ""n_init"": 10}",0.8529828692251464,5,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_012,12,"{""max_iter"": 300, ""n_clusters"": 13, ""n_init"": 10}",0.8110082924188804,7,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_013,13,"{""max_iter"": 300, ""n_clusters"": 14, ""n_init"": 10}",0.770528371314747,9,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_014,14,"{""max_iter"": 300, ""n_clusters"": 15, ""n_init"": 10}",0.7295684895479564,11,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_015,15,"{""max_iter"": 300, ""n_clusters"": 16, ""n_init"": 10}",0.6897666812994027,12,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_016,16,"{""max_iter"": 300, ""n_clusters"": 17, ""n_init"": 10}",0.6546915685276521,14,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_017,17,"{""max_iter"": 300, ""n_clusters"": 18, ""n_init"": 10}",0.6105578979204945,16,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_018,18,"{""max_iter"": 300, ""n_clusters"": 19, ""n_init"": 10}",0.5721065140865947,17,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_019,19,"{""max_iter"": 300, ""n_clusters"": 20, ""n_init"": 10}",0.5223065598177887,24,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_020,20,"{""max_iter"": 300, ""n_clusters"": 21, ""n_init"": 10}",0.5259753338961203,19,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_021,21,"{""max_iter"": 300, ""n_clusters"": 22, ""n_init"": 10}",0.5212587071751559,27,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_022,22,"{""max_iter"": 300, ""n_clusters"": 23, ""n_init"": 10}",0.5219768066306747,25,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_023,23,"{""max_iter"": 300, ""n_clusters"": 24, ""n_init"": 10}",0.5204581196795492,29,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_024,24,"{""max_iter"": 300, ""n_clusters"": 25, ""n_init"": 10}",0.5213772811566726,26,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_025,25,"{""max_iter"": 300, ""n_clusters"": 26, ""n_init"": 10}",0.5240333780533617,21,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_026,26,"{""max_iter"": 300, ""n_clusters"": 27, ""n_init"": 10}",0.5240381496305121,20,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_027,27,"{""max_iter"": 300, ""n_clusters"": 28, ""n_init"": 10}",0.5239425852029486,22,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_028,28,"{""max_iter"": 300, ""n_clusters"": 29, ""n_init"": 10}",0.5229321744969053,23,False,False,False
reviewer_example,0.4,0.3,0.1,0.1,0.1,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_029,29,"{""max_iter"": 300, ""n_clusters"": 30, ""n_init"": 10}",0.5206260412620598,28,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_001,1,"{""max_iter"": 300, ""n_clusters"": 2, ""n_init"": 10}",0.48961801124640936,29,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_002,2,"{""max_iter"": 300, ""n_clusters"": 3, ""n_init"": 10}",0.5876420465571595,16,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_003,3,"{""max_iter"": 300, ""n_clusters"": 4, ""n_init"": 10}",0.6420468325504297,13,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_004,4,"{""max_iter"": 300, ""n_clusters"": 5, ""n_init"": 10}",0.7060843202536472,11,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_005,5,"{""max_iter"": 300, ""n_clusters"": 6, ""n_init"": 10}",0.755879899475414,8,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_006,6,"{""max_iter"": 300, ""n_clusters"": 7, ""n_init"": 10}",0.7932144889044522,6,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_007,7,"{""max_iter"": 300, ""n_clusters"": 8, ""n_init"": 10}",0.8349349242264036,4,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_008,8,"{""max_iter"": 300, ""n_clusters"": 9, ""n_init"": 10}",0.8769121000849651,2,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_009,9,"{""max_iter"": 300, ""n_clusters"": 10, ""n_init"": 10}",0.9200286581181863,1,True,True,True
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_010,10,"{""max_iter"": 300, ""n_clusters"": 11, ""n_init"": 10}",0.8718418724458458,3,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_011,11,"{""max_iter"": 300, ""n_clusters"": 12, ""n_init"": 10}",0.8296828452065119,5,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_012,12,"{""max_iter"": 300, ""n_clusters"": 13, ""n_init"": 10}",0.7878061068485216,7,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_013,13,"{""max_iter"": 300, ""n_clusters"": 14, ""n_init"": 10}",0.7473245019983235,9,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_014,14,"{""max_iter"": 300, ""n_clusters"": 15, ""n_init"": 10}",0.706124649789835,10,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_015,15,"{""max_iter"": 300, ""n_clusters"": 16, ""n_init"": 10}",0.6670821686589536,12,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_016,16,"{""max_iter"": 300, ""n_clusters"": 17, ""n_init"": 10}",0.6344606751706061,14,False,False,False
moderate_target,0.4,0.2,0.15,0.125,0.125,bellevue_116th_ne12th,kmeans,bellevue_116th_ne12th|kmeans|trial_017,17,"{""max_iter"": 300, ""n_clusters"": 18, ""n_init"": 10}",0.5892935869116592,15,False,False,False
